Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
CNG,City of Alhambra,900 S New Ave,,Alhambra,CA,91801,,,E,,Private - Government only,,,,B,3000 3600,,,,,,,200-6,34.082264,-118.108702,2/6/19,1381,2020-06-12 16:35:57 UTC,LG,,,6/15/94,,HD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,50,,,,,,,,,B,3000 3600,HD,,
CNG,Gold Coast Transit,301 E 3rd St,,Oxnard,CA,93030,,,E,,Private,,,,Q,3600,,,,,,,200-9,34.201093,-119.174798,5/9/19,1382,2020-05-01 19:47:38 UTC,LG,,,12/15/96,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,Q,3600,HD,,
CNG,Marine Corps Air Ground Combat Center,Del Valle Blvd,Building 1001,Twentynine Palms,CA,92278,,,E,,Private - Government only,,,,,,,,,,,,GPS,34.2019,-116.045,8/8/19,1389,2020-01-21 18:34:38 UTC,FG,26,United States Marine Corps,11/15/96,,HD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,MIL_BASE,,,,,,,,,,,,,,HD,,
CNG,City of Phoenix - Glenrosa Service Center,4020 W Glenrosa Ave,43rd Ave & Glenrosa Ave,Phoenix,AZ,85019,,,E,,Private,,,,B,3600,,,,,,,200-9,33.49857,-112.145787,12/12/19,7031,2020-01-21 18:34:38 UTC,LG,,,5/15/13,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,B,3600,HD,,
CNG,Kings County Yard,11827 S 11th Ave,"Exit Highway 99 at Highway 198, go west to Highway 43 S, go left to Houston Avenue, go right to 11th Avenue, turn right on 11th Avenue, station on right.",Hanford,CA,93230,,,E,,Private - Government only,,,,Q,3600,,,,,,,200-8,36.301205,-119.654857,5/9/19,7034,2020-01-21 18:34:38 UTC,LG,,,3/15/97,,HD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,Q,3600,HD,,
CNG,United Parcel Service,1735 S Turner Ave,"Exit I-10 at Haven Ave, go south, right/west on Jurupa St, left/south on Turner. From Highway 60, exit at Archibald Ave, go north, right/east on Jurupa St, right/south on Turner Ave, station is on the left.",Ontario,CA,91761,,909-827-9944,E,,Public - Card key at all times,24 hours daily; contact station at 909-827-9944 to obtain a FleetStar keycard; Accepts FleetStar Card,,,Q,3000 3600,,,,,,,200-8,34.042311,-117.584572,6/9/20,7037,2020-06-09 16:47:26 UTC,P,,,3/15/97,,HD,,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,STANDALONE_STATION,2,,500,,,,,,,,,Q,3000 3600,HD,,
CNG,Clean Energy - City of Tulare,3989 S K St,"South on Hwy 99, exit at Paige going west, 1 mile to South K St, go 1 mile south; LCNG station",Tulare,CA,93274,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,36.169487,-119.338155,5/9/19,7041,2020-01-21 18:34:38 UTC,LG,,,5/15/96,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,4,,865,,,,,,,,,Q,3600,HD,,
CNG,Clean Energy - Denver International Airport Concourse A,27651 E 81st Ave,,Denver,CO,80249,,,E,,Private,,,,Q,3000,,,,,,,GPS,39.843538,-104.7096952,11/8/19,7045,2020-01-21 18:34:38 UTC,P,,,11/15/97,,MD,,,,US,,,,Privé,,private,,,AIRPORT,,,58,,,,,,,,,Q,3000,MD,,
CNG,Northwest Natural Gas - Sunset Service Center,20605 NW Cornell Rd,,Hillsboro,OR,97124,,,E,,Private,,,,B,3000 3600,,,,,,,200-8,45.538064,-122.887453,3/3/20,7088,2020-03-03 21:13:47 UTC,T,,,11/15/96,,MD,,,,US,,,,Privé,,private,,,UTILITY,,,25,,,,,,,,,B,3000 3600,MD,,
CNG,Oklahoma Natural Gas - Broken Arrow Service Center,2421 S 1st Pl,,Broken Arrow,OK,74012,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,36.023112,-95.786303,4/8/20,7108,2020-04-08 12:29:55 UTC,T,,,4/15/98,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,250,33000,,,,,,,,Q,3600,MD,,
CNG,Norwich Public Utilities,157 N Main St,Adjacent to Norwich Public Utilities Customer Service Center Building,Norwich,CT,6360,,860-823-4119  860-823-4159,E,,Public - Credit card at all times,24 hours daily; fleet customers may call 860-823-4508 to set up an account,A D M V,,Q,3000 3600,,,,,,,200-9,41.527246,-72.064419,3/3/20,7119,2020-03-03 21:13:47 UTC,T,,,4/15/97,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,50,,,,,,,,,Q,3000 3600,HD,,
CNG,Clean Energy - Cockrell Hill,2005 S Cockrell Hill Rd,North of Illinois Ave on Cockrell Hill,Dallas,TX,75211,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,32.723948,-96.893853,6/6/19,12767,2020-01-21 18:34:38 UTC,P,,,1/15/99,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,200,,,,,,,,,Q,3000 3600,MD,,
CNG,Oklahoma Natural Gas - Norman Service Center,605 N Berry Rd,,Norman,OK,73069,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,35.225601,-97.458827,4/8/20,12781,2020-04-08 12:29:55 UTC,T,,,1/15/99,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,50,33000,,,,,,,,B,3600,MD,,
CNG,Oklahoma Natural Gas - Pauls Valley Service Center,1701 W Airline Rd,,Pauls Valley,OK,73075,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3000,,,,,,,200-8,34.707522,-97.242035,4/8/20,12783,2020-04-08 12:29:55 UTC,T,,,1/15/99,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,25,18000,,,,,,,,B,3000,MD,,
CNG,Oklahoma Natural Gas - CNG Maintenance Facility,1028 N Preston,,Davenport,OK,74026,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,GPS,35.7140876,-96.7681766,4/8/20,12784,2020-04-08 12:29:55 UTC,T,,,1/15/99,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,200,48000,,,,,,,,Q,3600,MD,,
CNG,Oklahoma Natural Gas - Sapulpa Service Center,410 S Hawthorne St,Southwest corner of Hawthorne and Bryan Ave. Not well marked. Across from the golf course trailer parking lot.,Sapulpa,OK,74066,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,35.993424,-96.127984,4/8/20,12786,2020-04-08 12:29:55 UTC,T,,,1/15/99,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,100,33000,,,,,,,,Q,3600,MD,,
CNG,Oklahoma Natural Gas - Durant Service Center,523 W Evergreen St,,Durant,OK,74701,,,E,,Private,,,,B,3000,,,,,,,200-9,33.992864,-96.381442,4/8/20,12787,2020-04-08 12:29:55 UTC,T,,,1/15/99,,MD,,,,US,,,,Privé,,private,,,UTILITY,,,25,18000,,,,,,,,B,3000,MD,,
CNG,Lower Merion High School,315 E Montgomery Ave,,Ardmore,PA,19003,,,E,,Private,Station can be made available in the event of emergency or special events with prior notification; contact 610-645-1940,,,Q,3600,,,,,,,200-8,40.008558,-75.280726,8/8/19,12788,2020-01-21 18:34:38 UTC,LG,,,6/15/97,,HD,,,,US,,,,Privé,,private,,,SCHOOL,,,,,,,,,,,,Q,3600,HD,,
CNG,Springfield Mass Transit District,928 S 9th St,At Cass St.,Springfield,IL,62703,,,E,,Private,,,,T,3600,,,,,,,200-9,39.792275,-89.642936,12/12/19,12795,2020-01-21 18:34:38 UTC,LG,,,6/15/92,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,500,,,,,,,,,T,3600,HD,,
CNG,Phoenix Public Transit Department - South Facility,2225 W Lower Buckeye Rd,LCNG facility,Phoenix,AZ,85009,,,E,,Private - Government only,,,,Q,3600,,,,,,,200-9,33.42027,-112.106234,8/8/19,12796,2020-01-21 18:34:38 UTC,LG,,,1/15/96,,HD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,FLEET_GARAGE,,,,,,,,,,,,Q,3600,HD,,
CNG,City of Victorville,14201 McArt Rd,,Victorville,CA,92392,,760-241-6365,E,,Public - Credit card at all times,24 hours daily; station can accommodate heavy-duty vehicles with a maximum of 55 feet in length,A D M V,,Q,3000 3600,,,,,,,200-8,34.508713,-117.332343,12/12/19,12799,2020-06-16 19:45:24 UTC,LG,,,1/15/99,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,196,60000,,,,,,,,Q,3000 3600,HD,,
CNG,Placer County Department of Public Works,11448 F Ave,,Auburn,CA,95603,,,E,,Private,,,,B,3600,,,,,,,200-8,38.935741,-121.103591,11/8/19,12803,2020-01-21 18:34:38 UTC,LG,,,5/15/97,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,,,116,,,,,,,,,B,3600,HD,,
CNG,Golden Empire Transit,1830 Golden State Ave,Golden State Ave and F St,Bakersfield,CA,93301,,,E,,Private,,,,Q,3600,,,,,,,200-8,35.391836,-119.025602,5/9/19,12804,2020-06-16 20:16:28 UTC,LG,,,6/15/02,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,Q,3600,HD,,
CNG,Contra Costa County,2467 Waterbird Way,At Imhoff,Martinez,CA,94553,,,E,,Private - Government only,,,,Q,3000 3600,,,,,,,200-9,38.001646,-122.072536,5/9/19,12808,2020-06-15 19:09:00 UTC,LG,,,5/15/02,,MD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,110,,,,,,,,,Q,3000 3600,MD,,
CNG,City of Roseville,2005 Hilltop Cir,,Roseville,CA,95747,,,E,,Private - Government only,,,,T,3000 3600,,,,,,,200-9,38.729924,-121.316844,5/9/19,12809,2020-06-16 19:30:10 UTC,LG,,,1/15/99,,HD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,50,,,,,,,,,T,3000 3600,HD,,
CNG,Elk Grove Unified School District,8421 Gerber Rd,,Sacramento,CA,95828,,,E,,Private,,,,B,3000 3600,,,,,,,200-8,38.481677,-121.39277,12/12/19,12810,2020-06-16 19:22:01 UTC,LG,,,6/15/98,,HD,,,,US,,,,Privé,,private,,,SCHOOL,,,264,,,,,,,,,B,3000 3600,HD,,
CNG,Fountain Valley - Orange County Sanitation District,10844 Ellis Ave,"I-405 N, Euclid exit, turn right and go under freeway, left at traffic signal (Euclid/405 southbound entrance), straight onto property, and the station is on the left.",Fountain Valley,CA,92708,,866-809-4869,E,,Public - Credit card at all times,24 hours daily,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,33.691565,-117.939438,5/9/19,12826,2020-01-21 18:34:38 UTC,LG,,,4/10/14,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FLEET_GARAGE,1,,1000,,,,,,,,,Q,3000 3600,MD,,
CNG,City of El Monte Transportation Services,3629 Cypress Ave,At intersection of Ramona and Orchard,El Monte,CA,91731,,,E,,Private,,,,B,3000 3600,,,,,,,200-9,34.074496,-118.030858,5/9/19,12830,2020-06-12 18:02:17 UTC,LG,,,1/15/99,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,B,3000 3600,HD,,
CNG,Whittier Union High School District,13200 Mulberry Dr,"Exit I-605, go east on Slauson which turns to Mulberry, cross Greenleaf Ave, station is on right.",Whittier,CA,90602,,562-698-8121,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,33.954901,-118.045014,6/6/19,12832,2020-06-17 20:23:28 UTC,LG,,,1/15/99,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,1,,,,,,,,,,,Q,3000 3600,MD,,
CNG,SoCalGas - Santa Barbara Base,219 N Quarantina St,"From Highway 101, exit at Milpas St, turn away from the ocean and proceed to Montecito St, left on Montecito, go 2 blocks, left on Quarantina St, and the station is on the right",Santa Barbara,CA,93103,,213-244-5681,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,34.421443,-119.684178,4/8/19,12839,2020-02-17 17:55:20 UTC,T,,,1/15/99,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,150,63937,,,,,,,,Q,3600,HD,,
CNG,Kings Canyon Unified School District,1600 S Apple Ave,,Reedley,CA,93654,,559-305-7065,E,,Public - Credit card at all times,8am-9pm M-F,M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,36.590599,-119.4258,5/9/19,12840,2020-06-16 19:43:00 UTC,LG,,,6/15/96,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,1,,125,,,,,,,,,Q,3000 3600,HD,,
CNG,City of Delano,725 S Lexington St,"From Highway 99, take the exit at Woolomes Ave, turn east on Woolomes (left from southbound, right from northbound and proceed to Lexington), turn right on Lexington St, and the station is on the right.",Delano,CA,93215,,661-721-3350,E,,Public - Credit card at all times,24 hours daily,D M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,35.75191,-119.240762,5/9/19,12841,2020-06-15 18:52:50 UTC,LG,,,6/15/01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,,,,,,,,,,Q,3000 3600,HD,,
CNG,Simi Valley Transit,490 W Los Angeles Ave,,Simi Valley,CA,93065,,,E,,Private,,,,T,3600,,,,,,,200-9,34.285896,-118.810731,5/9/19,12842,2020-01-21 18:34:38 UTC,LG,,,1/15/00,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,240,,,,,,,,,T,3600,HD,,
CNG,San Diego Metropolitan Transit System,100 16th St,16th St and Imperial Ave,San Diego,CA,92101,,,E,,Private,,,,Q,3600,,,,,,,200-9,32.705788,-117.149884,2/6/20,12843,2020-02-06 21:24:11 UTC,LG,,,5/15/16,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,5,,,21000,,,,,,,,Q,3600,HD,,
CNG,DTE Energy - Coolidge,14270 Schaefer Hwy,"From I-96 N, Shafer exit north, station is south of US-10",Detroit,MI,48227,,888-383-5648,E,,Public - Credit card at all times,24 hours daily; contact station to set up billing account,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,42.392613,-83.177738,4/8/20,12847,2020-04-08 12:29:55 UTC,T,,,2/15/98,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,600,33000,,,,,,,,Q,3600,HD,,
CNG,Rogue Valley Transportation District,3200 Crater Lake Ave,Just off Highway 62.,Medford,OR,97504,,541-779-5821,E,,Public,5am-8:30pm M-F; call station in advance if need fueling outside business hours,A Cash D M V,,Q,3000 3600,,,,,,,200-8,42.36317,-122.85563,4/8/20,18888,2020-04-08 12:29:55 UTC,LG,,,1/15/94,,HD,,,,US,,,,Public,,public,,,FLEET_GARAGE,3,,270,,,,,,,,,Q,3000 3600,HD,,
CNG,Alternative Vehicle Service Group - Tewksbury,20 Main St,"Route 495 to Route 38 N, then to the second set of lights and turn right onto Clark Rd.",Tewksbury,MA,1876,,617-242-8755,E,,Public - Credit card at all times,24 hours daily,M PHH V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,42.629512,-71.270846,5/6/20,18892,2020-05-06 17:56:57 UTC,P,,,2/15/02,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,300,37000,,,,,,,,Q,3000 3600,MD,,
CNG,Alternative Vehicle Service Group - Lexington,Route 128 N,"From I-95/Route 128 N, take exit 30, and follow the signs to the Service Area.",Lexington,MA,2421,,617-242-8755,E,,Public - Credit card at all times,24 hours daily,M PHH V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,42.446147,-71.255103,5/6/20,18893,2020-05-06 17:56:57 UTC,P,,,3/15/00,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,,190,37000,,,,,,,,Q,3000 3600,HD,,
CNG,Clean Energy - Riverhead - National Grid,117 Doctors Path,Springfield,Riverhead,NY,11901,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts OGS,CleanEnergy D FleetOne FuelMan M Proprietor V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,40.940028,-72.652774,5/9/19,18898,2020-01-21 18:34:38 UTC,T,,,12/15/04,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,150,,,,,,,,,Q,3000 3600,MD,,
CNG,Clean Energy - Hewlett - National Grid,455 Mill Rd,"From SR-27, turn south on Mill Rd, and the station on the right in KeySpan yard. From Long Island Expy to Cross Island Pkwy, take the S Linden Blvd exit, then left at the light onto Central Ave to Mill Rd",Valley Stream,NY,11581,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,40.648881,-73.707638,5/9/19,18900,2020-01-21 18:34:38 UTC,T,,,2/15/98,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,150,,,,,,,,,Q,3000 3600,MD,,
CNG,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 5,5425 S Van Ness Ave,,Los Angeles,CA,90062,,,E,,Private,,,,Q,3000 3600,,,,,,,200-8,33.992627,-118.317126,4/8/19,18914,2020-03-27 18:34:01 UTC,LG,,,11/1/02,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,Q,3000 3600,HD,,
CNG,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 3,630 W Avenue 28,,Los Angeles,CA,90065,,,E,,Private,,,,Q,3000 3600,,,,,,,200-8,34.088243,-118.223768,4/8/19,18915,2020-03-27 18:34:01 UTC,LG,,,6/30/03,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,Q,3000 3600,HD,,
CNG,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 7,8800 Santa Monica Blvd,,Los Angeles,CA,90069,,,E,,Private,,,,Q,3600,,,,,,,200-9,34.085569,-118.382413,4/8/19,18916,2020-03-27 18:34:01 UTC,LG,,,11/1/02,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,Q,3600,HD,,
CNG,United Parcel Service,1320 Shore St,"Highway 80, exit Harbor Street in Sacramento, go south to Port of Sacramento, take a left onto Del Monte Street, then left onto Shore, and go on the left inside the UPS yard. Check in with the UPS guard at the gate.",West Sacramento,CA,95691,,800-920-1166,E,,Private - Fleet customers only,Call 800-920-1166 to set up a fueling account,Trillium,,Q,3000 3600,,,,,,,200-8,38.572721,-121.546207,6/9/20,18926,2020-06-09 16:47:26 UTC,P,,,1/11/00,,MD,,,,US,,,,Privé - Réservé aux clients de parcs,,private,FLEET,,STANDALONE_STATION,,,530,,,,,,,,,Q,3000 3600,MD,,
CNG,Clean Energy - Seal Beach,3101 N Gate Rd,"I-405 N, Seal Beach Blvd exit, west on Seal Beach, right on Beverly Manor Rd (1st traffic signal), and drive for 0.25 miles. I-405 S, Seal Beach exit, go straight across Seal Beach, go 0.25 miles, and the station is on the right",Seal Beach,CA,90740,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,33.773004,-118.077029,5/9/19,18929,2020-01-21 18:34:38 UTC,P,,,3/15/00,,LD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,75,,,,,,,,,Q,3600,LD,,
CNG,University of Rhode Island,9 Rhody Ram Way,,Kingston,RI,2881,,,E,,Private - Government only,,,,Q,3000,,,,,,,200-9,41.490237,-71.534763,12/12/19,18931,2020-01-21 18:34:38 UTC,SG,,,6/15/04,,LD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,COLLEGE_CAMPUS,,,,,,,,,,,,Q,3000,LD,,
CNG,City of Victorville,16690 D St,"From I-15 exit at D Street and go east and turn left at the signal at 4th Street, station on left",Victorville,CA,92395,,760-241-6365,E,,Public - Credit card at all times,24 hours daily; station can accommodate heavy-duty vehicles with a maximum of 40 feet in length,A D M V,,Q,3000 3600,,,,,,,GPS,34.53939073,-117.2961996,12/12/19,18943,2020-06-16 19:45:24 UTC,LG,,,3/15/00,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,196,30000,,,,,,,,Q,3000 3600,HD,,
CNG,Gas Technology Institute,1700 S Mount Prospect Rd,"0.5 mile north of Touhy Ave, just north of O'Hare Airport",Des Plaines,IL,60018,,847-768-0500,E,,Public - Credit card at all times,24 hours daily,A CleanEnergy D FuelMan M V Wright_Exp,,Q,3600,,,,,,,200-9,42.018189,-87.922158,12/12/19,19143,2020-01-21 18:34:38 UTC,P,,,1/15/95,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,,,,,,,,,,Q,3600,HD,,
CNG,Clean Energy - University of New Mexico,1140 University Blvd NE,Station is located on the southwest corner of Camino de Salud and N Channel Trail,Albuquerque,NM,87102,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy D FleetOne FuelMan M Proprietor V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,35.095006,-106.6241186,12/12/19,20888,2020-02-27 17:44:36 UTC,SG,,,1/15/99,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COLLEGE_CAMPUS,1,,350,,,,,,,,,Q,3000 3600,HD,,
CNG,Alternative Vehicle Service Group - Middleborough,12 Harding St Route 44,"I-495, Exit 6, Route 44 W",Middleborough,MA,2346,,617-242-8755,E,,Public - Credit card at all times,24 hours daily,M PHH V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.901602,-70.975499,5/6/20,20905,2020-05-06 17:56:57 UTC,P,,,5/15/03,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,,300,37000,,,,,,,,Q,3600,MD,,
CNG,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 1,1130 E 6th St,,Los Angeles,CA,90021,,,E,,Private,,,,Q,3000 3600,,,,,,,200-8,34.038221,-118.238553,4/8/19,20912,2020-03-27 18:34:01 UTC,LG,,,12/18/01,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,Q,3000 3600,HD,,
CNG,DTE Energy - Lynch,11043 French Rd,"North of I-94, take VanDyke to Lynch Road.",Detroit,MI,48234,,888-383-5648,E,,Public - Credit card at all times,24 hours daily; contact station to set up billing account,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,42.408541,-83.010061,4/8/20,20914,2020-04-08 12:29:55 UTC,T,,,9/15/98,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,600,35000,,,,,,,,Q,3600,HD,,
CNG,Oklahoma Natural Gas - Guthrie Service Center,205 Sigma Pl,,Guthrie,OK,73044,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,35.858586,-97.425416,4/8/20,20916,2020-04-08 12:29:55 UTC,T,,,5/15/01,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,75,33000,,,,,,,,B,3600,MD,,
CNG,Oklahoma Natural Gas - Mustang Service Center,680 E State Highway 152,"On Hwy 4, go 5 miles south to Hwy 152, 1 mile east on 152",Mustang,OK,73064,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,35.391472,-97.711691,4/8/20,20917,2020-04-08 12:29:55 UTC,T,,,5/15/01,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,100,33000,,,,,,,,B,3600,MD,,
CNG,Oklahoma Natural Gas - Clinton Service Center,500 W Commerce,"I-40, exit at mile marker 65A",Clinton,OK,73601,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,35.479669,-98.983451,4/8/20,20918,2020-04-08 12:29:55 UTC,T,,,5/15/01,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,50,33000,,,,,,,,B,3600,MD,,
CNG,Oklahoma Natural Gas - Bartlesville Service Center,3601 NE Indiana St,"Hwy 75 N, left on Indiana St",Bartlesville,OK,74006,,844-713-7987,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,36.764066,-95.936657,4/8/20,20920,2020-04-08 12:29:55 UTC,T,,,5/15/01,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,100,33000,,,,,,,,B,3600,MD,,
