Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
HY,Shell - San Francisco 3rd St,551 3rd St,,San Francisco,CA,94107,,888-380-5259,E,,Public - Credit card at all times,7am-10pm daily,A D Debit M V,,,,,,,,,,200-9,37.780625,-122.394922,7/13/20,88307,2020-07-13 20:30:49 UTC,P,,,11/6/19,http://m.cafcp.org/content/san-francisco-third-st,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""700""]","[""J2601""]",,,,,
HY,Shell - San Francisco Mission St,3550 Mission St,,San Francisco,CA,94110,,888-380-5259,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,,,,,200-9,37.740188,-122.423654,3/3/20,88308,2020-03-03 21:13:47 UTC,P,,,2/14/20,http://m.cafcp.org/content/san-francisco-mission-st,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""700""]","[""J2601""]",,,,,
HY,Shell - San Francisco Harrison St,1201 Harrison St,,San Francisco,CA,94103,,888-380-5259  415-621-5542,E,,Public - Credit card at all times,7am-10pm daily,A D Debit M V,,,,,,,,,,200-9,37.773345,-122.408478,7/13/20,88310,2020-07-13 20:30:49 UTC,P,,,12/2/19,http://m.cafcp.org/content/san-francisco-harrison-st,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""700""]","[""J2601""]",,,,,
HY,True Zero - FirstElement - Oakland,350 Grand Ave,,Oakland,CA,94610,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.809238,-122.255662,5/6/20,88315,2020-05-06 17:56:57 UTC,P,,,9/20/19,http://m.cafcp.org/content/oakland-grand-ave,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Shell - Sacramento,3510 Fair Oaks Blvd,,Sacramento,CA,95864,,888-380-5259,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,,,,,200-9,38.573852,-121.382464,7/13/20,88318,2020-07-13 20:30:49 UTC,P,,,5/22/19,http://m.cafcp.org/content/sacramento,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""700""]","[""J2601""]",,,,,
HY,Shell - Citrus Heights,6141 Greenback Ln,,Citrus Heights,CA,95621,,888-380-5259,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,,,,,200-9,38.679592,-121.320589,7/13/20,88320,2020-07-13 20:30:49 UTC,P,,,12/19/18,http://m.cafcp.org/content/citrus-heights,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""700""]","[""J2601""]",,,,,
HY,Fort Lewis,McKinley Ave & Garfield St,,Fort Lewis,WA,98433,,,E,,Private,,,,,,,,,,,,GPS,47.10579,-122.539,1/13/20,102640,2020-01-21 18:34:38 UTC,FG,6,Department of Army,9/1/18,,,,,,US,,,,Privé,,private,,DA,MIL_BASE,,,,,,,,,,,,,,,,
HY,AC Transit - Emeryville,1172 45th St,,Emeryville,CA,94608,,,E,,Private,,,,,,,,,,,,GPS,37.83421674,-122.2815383,5/9/19,121860,2020-07-22 21:12:49 UTC,P,,,9/1/11,,,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,"[""350""]",,,,,,
HY,Nel - Nikola,4141 E Broadway Rd,,Phoenix,AZ,85040,,,E,,Private,,,,,,,,,,,,200-9,33.406218,-111.99245,12/12/19,122225,2020-01-21 18:34:38 UTC,P,,,4/15/19,,,,,,US,,,,Privé,FALSE,private,,,FLEET_GARAGE,,,,,,,,,,"[""350""]","[""J2601-2""]",,,,,
HY,FirstElement - Fountain Valley,18480 Brookhurst St,,Fountain Valley,CA,92708,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A D M V,,,,,,,,,,200-9,33.694427,-117.953748,7/13/20,122915,2020-07-13 20:30:49 UTC,P,,,7/3/20,http://cafcp.org/content/fountain-valley-0,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,South Coast Air Quality Management District - Diamond Bar,21865 Copley Dr,Off Hwy 60; take the Grand Ave Exit and turn right onto Golden Spring Drive; or take the Brea Canyon Exit and turn left onto Golden Spring Drive.  Head toward the SCQMD and turn onto Copley Drive at the stop light.  Turn at the first entrance on the right.  If gate is closed press button to open; security staff present 24-hours daily.,Diamond Bar,CA,91765,,909-396-2638,E,,Public - Credit card at all times,24 hours daily; gate is open from 7am-6pm T-F; customers can fuel after the gate has closed by pushing the call button to open the gate,A D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.001326,-117.830482,3/3/20,153941,2020-03-03 21:13:47 UTC,SG,,,3/25/15,http://m.cafcp.org/content/diamond-bar,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Trillium - Orange County Transportation Authority - Santa Ana,4301 E MacArthur Blvd,,Santa Ana,CA,92704,,,E,,Private - Government only,,,,,,,,,,,,200-9,33.70336,-117.926877,,153942,2020-02-25 18:58:42 UTC,P,,,1/31/20,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,FLEET_GARAGE,,,,,,,,,,"[""350""]","[""J2601-2""]",,,,,
