Station Name,Street Address,City,ZIP,Latitude,Longitude,ID
Clean Energy - City of Elk Grove eTran,9050 Elkmont Way,Elk Grove,95624,38.381451,-121.364358,41171
Clean Energy - McCarran International Airport,4990 Paradise Rd,Las Vegas,89119,36.099338,-115.14859,41173
"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",5363 Route 36,Coolspring,15730,41.003761,-79.054352,41174
"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",601 S Main St Ext,Punxsutawney,15767,40.933284,-78.987858,41176
Alternative Vehicle Service Group - City of Nashua,11 Riverside Dr,Nashua,3062,42.748652,-71.49884,41356
Chevron - Shop A Lott #3,796 Washington Ave,Mansfield,71052,32.029056,-93.713243,41449
Chevron - Leebo's #9,6016 Old Boyce Hwy,Alexandria,71303,31.34545,-92.51807,41450
CNG Trans,2727 Brice Rd,Reynoldsburg,43068,39.925631,-82.832025,41634
Clean Energy - Las Vegas City Center,3683 Industrial Rd,Las Vegas,89109,36.12275,-115.179343,41672
Clean Energy - Akron Metropolitan Regional Transit Authority,416 Kenmore Blvd,Akron,44301,41.049608,-81.54079,41675
Clean Energy - Cleveland Hopkins International Airport,18899 Snow Rd,Brook Park,44142,41.402106,-81.828365,41678
Clean Energy - Stark Area Regional Transit Authority,1600 Gateway Blvd SE,Canton,44707,40.78093,-81.36797,41679
Great Lakes CNG - Ace Taxi Service,1798 E 55th St,Cleveland,44103,41.510241,-81.65296,41681
IGS CNG Services - City of Dublin,6351 Shier-Rings Rd,Dublin,43016,40.093708,-83.162608,41685
Opis Energy,1126 Hammondville Rd,Pompano Beach,33069,26.234909,-80.138718,42087
Piedmont Natural Gas - High Point,2623 Uwharrie Rd,High Point,27263,35.923838,-80.007704,42090
South Jersey Gas,142 S Main St,Glassboro,8028,39.697476,-75.112075,42091
Clean Energy - Syracuse - National Grid,7496 Round Pond Rd,Syracuse,13212,43.135479,-76.087402,42092
Clean N' Green,100 Ransier Dr,Buffalo,14224,42.844172,-78.747585,42093
Conoco - Outpost Convenience Store,17699 S Muskogee Ave,Tahlequah,74464,35.853211,-94.989243,42094
Clean Energy - City of Chula Vista,1800 Maxwell Rd,Chula Vista,91911,32.596725,-117.019495,42473
TruStar Energy - Lafayette,515 E Verot School Rd,Lafayette,70508,30.181429,-91.993631,42584
Clean Energy - Louis Armstrong New Orleans International Airport,1017 Airline Dr,Kenner,70062,29.983445,-90.262962,42585
HPW Energy Inc,8246 Route 5,Westfield,14787,42.340677,-79.595958,42590
OnCue Express #107 - C-Store,5500 SE 29th St,Del City,73115,35.434767,-97.424626,42591
OnCue Express #326 - C-Store,1005 E Owen K Garriot,Enid,73701,36.3901658,-97.8651562,42592
Love's Travel Stop #274,102 W Coplin St,Okemah,74859,35.42076953,-96.30078203,42593
OnCue Express #314 - C-Store,1402 S Perkins Rd,Stillwater,74074,36.106651,-97.051781,42594
TruStar Energy - Tulsa,5011 S Vandalia Ave,Tulsa,74135,36.090881,-95.923889,42595
Questar Gas - Kaysville,80 N 600 W,Kaysville,84037,41.035784,-111.949467,42600
Clean N' Green,200 Rangos Ln,Washington,15301,40.208133,-80.273462,43071
ASAP General Store 101,1501 N Airport Rd,Weatherford,73096,35.539229,-98.659654,43353
GAIN Clean Fuel - Menomonie,2100 County Highway B,Menomonie,54751,44.907104,-91.85321,43525
Clean N' Green,3545 Fairfield Rd,Curtis Bay,21226,39.231108,-76.574575,43630
Clean N' Green,10050 Naples St NE,Blaine,55449,45.152388,-93.186274,43633
City of Norman,2351 Goddard Ave,Norman,73069,35.246922,-97.461247,43651
Clean N' Green,2749 N Loop 336 E,Conroe,77301,30.337826,-95.412461,43670
Waste Management - Clean N' Green,8652 S 4000 W,West Jordan,84088,40.594459,-111.986429,43686
All Waste Inc,33 Maxim Rd,Hartford,6114,41.741747,-72.659203,43699
GAIN Clean Fuel - American Fueling Systems,4420 Buford Hwy NE,Chamblee,30341,33.873935,-84.297481,43705
Waste Management - Clean N' Green,5050 W Pershing Rd,Stickney,60804,41.822729,-87.749999,43713
Waste Management - Clean N' Green,4040 S 80th St,Mesa,85212,33.342023,-111.663908,43723
Trillium,1501 W Main Ave,De Pere,54115,44.452916,-88.093151,44591
Conoco - Reno Partners,3701 W Reno Ave,Oklahoma City,73107,35.464849,-97.584064,44752
Alagasco - St. Clair Operations Center,714 Industrial Park Dr,Pell City,35125,33.601083,-86.260778,44840
Alagasco - Tuscaloosa Operations Center,5220 Metro Park Dr,Tuscaloosa,35405,33.161769,-87.55676,44841
Clean Energy - Commack Truck Garage,97 Crooked Hill Rd,Commack,11725,40.808807,-73.291022,44844
Natural Fuels LLC,591 E Monticello Pike,Huntsville,37756,36.411672,-84.52441,44846
Kwik Trip #761,506 Cass St,La Crosse,54601,43.808392,-91.249744,44847
Kwik Trip #870,2002 Kwik Trip Way,La Crosse,54603,43.851658,-91.226449,44848
Kwik Trip #686,943 SE Frontage Rd,Sturtevant,53177,42.724204,-87.952181,44851
IGS CNG Services - Orrville,444 Hostetler Rd,Orrville,44667,40.853115,-81.769421,45572
Satterfield Oak Street Gulf,1305 E Oak St,Conway,72032,35.090978,-92.410437,46011
Circleville CNG,315 W 470 S,Circleville,84723,38.164391,-112.278183,46139
Love's Travel Stop #205,12225 N I-35 Service Rd,Oklahoma City,73131,35.593964,-97.436558,46191
Love's Country Store #245,3233 SW 89th St,Oklahoma City,73159,35.377659,-97.573527,46193
Love's Travel Stop #260,5317 SE 44th St,Norman,73072,35.182879,-97.499338,46194
Love's Travel Stop #263,24169 Highway 49,Lawton,73507,34.713769,-98.401654,46195
Love's Travel Stop #86,1326 S 4th St,Chickasha,73018,35.037308,-97.937172,46198
GAIN Clean Fuel - City of Hamilton,2220 S Erie Blvd,Hamilton,45011,39.374016,-84.547382,46338
Trillium - Golden Eagle,1000 N Jefferson Ave,Casa Grande,85122,32.882283,-111.777453,46345
Trillium - Golden Eagle,705 E Ajo Way,Tucson,85713,32.178328,-110.960207,46346
Premier Transportation,323 Cash Memorial Blvd,Forest Park,30297,33.607933,-84.372205,47234
Nopetro,1152 Capital Cir SW,Tallahassee,32304,30.437825,-84.354335,47236
GAIN Clean Fuel - Marinette,2700 Cleveland Ave,Marinette,54143,45.08577,-87.648335,47238
Clean N' Green,3831 Powerline Rd,Pompano Beach,33073,26.277172,-80.154367,47273
American Natural Gas - Fair Oaks Dairy,856 N 600 E,Fair Oaks,47943,41.010989,-87.276086,47276
Piedmont Natural Gas - Goldsboro,250 Five Points Rd,Dudley,28333,35.32985597,-78.04070168,47282
South Jersey Gas,1211 N 2nd St,Millville,8332,39.411625,-75.03746,47288
Love's Travel Stop #203,800 S Morgan Rd,Oklahoma City,73128,35.457897,-97.688507,47291
Love's Travel Stop #452,1601 W Airline Rd,Pauls Valley,73075,34.707263,-97.242136,47292
Chickasaw Travel Stop - Thackerville,22953 Brown Springs Rd,Thackerville,73459,33.73573,-97.14484,47293
Greer Commission of Public Works,115 Duke St,Greer,29650,34.936731,-82.233031,47295
Love's Travel Stop #468,9600 Longstreet Rd,Willis,77378,30.437821,-95.498724,47301
Salt Lake Community College,4600 S Redwood Rd,Salt Lake City,84123,40.670029,-111.938861,47302
City of Somerset,244 Chappells Dairy Rd,Somerset,42503,37.105466,-84.631599,47463
City of Tulsa - West Maintenance Yard,420 W 23rd St,Tulsa,74107,36.127685,-95.995789,47992
Hutch's C-Store #113,3710 Oklahoma Ave,Woodward,73801,36.434113,-99.427596,47994
Bee Green CNG,3099 Duss Ave,Ambridge,15003,40.615075,-80.226421,47996
Sunoco - Midwest Clean Fuel,2501 Lafayette Rd,Crawfordsville,47933,40.074011,-86.9067,48004
PSNC Energy,15 Overland Industrial Blvd,Asheville,28806,35.519793,-82.603744,48005
PSNC Energy,2541 Whilden Dr,Durham,27713,35.947924,-78.884114,48006
PSNC Energy,121 Houston Rd,Troutman,28166,35.680223,-80.858077,48007
Clean Energy - City of Atlantic City,1100 N Albany Ave,Atlantic City,8401,39.364474,-74.471962,48008
City of Ripon,339 Doak Blvd,Ripon,95366,37.7296744,-121.124083,48012
Clean Energy - San Juan Capistrano - Stewart Family Inc - Shell,26571 Junipero Serra Rd,San Juan Capistrano,92675,33.52032,-117.667352,48013
Clean Energy - Arcadia Foothill Transit,5640 Peck Rd,Irwindale,91006,34.10389,-118.006499,48014
Waste Management - Clean N' Green,7501 Grade Ln,Louisville,40219,38.134634,-85.737722,48488
Hutch's C-Store #119,2001 E 7th St,Elk City,73644,35.40817,-99.379767,48496
7-Eleven #77,1920 S Eastern Ave,Moore,73160,35.320857,-97.476753,48499
Movo Hydroco,12125 Day St,Moreno Valley,92557,33.94366,-117.28033,48516
EDCO Disposal - Buena Park,6762 Stanton Ave,Buena Park,90621,33.862442,-117.993016,48896
Clean Energy - San Diego Airport - India Shell,3519 India St,San Diego,92103,32.73943,-117.177482,48901
Clean Energy - Peoria Disposal,1113 N Swords Ave,West Peoria,61604,40.70153,-89.642572,48903
American Natural Gas,7507 Highway 31 E,Sellersburg,47172,38.374694,-85.746999,48904
Clean Energy - BWI Airport - Maryland Department of General Services,131 Aaronson Dr,Baltimore,21240,39.18695127,-76.65601422,48905
Kwik Trip #659,1990 Scott Rd NW,Rochester,55901,44.044438,-92.514584,48906
Palo CNG,12600 State Route 66,Clarion,16214,41.17288848,-79.34168206,48908
Clean Energy - Tyburn LLC,451 Tyburn Rd,Fairless Hills,19030,40.179253,-74.800407,48910
Clean Energy - Philadelphia International Airport - Wally Park,1 Scott Way,Lester,19113,39.87495,-75.262024,48911
Clean Energy - Quarles,211 Maury St,Richmond,23224,37.522579,-77.433474,48915
City of Milwaukee - Lincoln Ave,3921 W Lincoln Ave,Milwaukee,53215,43.00162,-87.963662,48916
Kwik Trip #457,2400 S Washburn St,Oshkosh,54904,43.985877,-88.583195,48917
Langdale Fuel,1628 James P Rogers Dr,Valdosta,31601,30.797235,-83.27464,49282
Kwik Trip #623,7020 Highway 61 W,Minnesota City,55959,44.075729,-91.730504,49283
Kwik Trip #403,2270 46th St NW,Owatonna,55060,44.140319,-93.252685,49284
Freedom CNG,6000 Debbielou Gardens Dr,Houston,77034,29.6189478,-95.1903621,49286
Kwik Trip #679,4220 County Rd J,Sheboygan,53083,43.790766,-87.761889,49292
Kwik Trip #396,W229 N2086 Redford Blvd,Waukesha,53186,43.05884469,-88.20480067,49293
Dominion Energy - Exxon - Get 'N Go,1640 Elk St,Rock Springs,82901,41.613426,-109.230026,49294
Clean Energy - Quarles - Washington Dulles International Airport,45149 Old Ox Rd,Sterling,20166,38.97776,-77.438304,49302
Lemoore Area School District,857 Iona Ave,Lemoore,93245,36.282461,-119.793046,49541
Rocky Mountain C-Stores - Parachute,201 Columbine Ct,Parachute,81635,39.453505,-108.046509,49543
Enmarket Travel Center,7002 GA Highway 21,Port Wentworth,31407,32.189249,-81.192721,49545
CNG America - Lehi,160 N 850 E,Lehi,84043,40.389797,-111.835339,49550
Sublette School District #1,10095 Highway 191,Pinedale,82941,42.8666284,-109.8923465,49551
IGS CNG Services - Speedway,2500 Royal Ave,Monona,53713,43.043029,-89.352921,50036
Spire Inc,402 Cedar St,St. Joseph,64501,39.741662,-94.855413,50047
Piedmont Natural Gas - Winston-Salem,2300 Lowery St,Winston-Salem,27101,36.093837,-80.209155,50048
South Jersey Gas - Lindenwold,2500 Old Egg Harbor Rd,Lindenwold,8021,39.811305,-74.96135,50049
Clean N' Green,1224 Hayes Blvd,Bristol,19007,40.121713,-74.85754,50050
Clean Energy - King of Prussia,113 N Gulph Rd,King of Prussia,19406,40.085404,-75.390522,50051
CNG 4 America - Bryan,2890 N Harvey Mitchell Pkwy,Bryan,77807,30.725159,-96.425728,50052
CNG 4 America - Katy,24985 Katy Fwy,Katy,77494,29.784231,-95.800795,50053
CNG 4 America - Rosenberg,26111 Southwest Fwy,Rosenberg,77471,29.533464,-95.776052,50055
Waste Management - Clean N' Green,13793 Redwood Ave,Chino,91710,34.002873,-117.686257,50240
Pensacola Energy - Pine Forest,6722 Pine Forest Rd,Pensacola,32526,30.477803,-87.304989,50259
Trillium,550 Southrock Dr,Rockford,61102,42.22456,-89.109935,50261
OnCue Express #112 - C-Store,13600 N Western Ave,Oklahoma City,73114,35.608029,-97.530713,50268
Zeit Energy - Atmos Energy,1540 Tech Center Pkwy,Arlington,76014,32.68081,-97.087869,50272
Star Valley Gas,122 N Washington St,Afton,83110,42.734146,-110.934037,50282
Domino Express #1,1709 S Highway 183,Clinton,73601,35.490972,-98.967096,50646
Northeast Oklahoma Public Facilities Authority - Stilwell,81075 Highway 59,Stilwell,74960,35.83873071,-94.63101433,50648
Dandy Mini-Mart,474 Reuter Blvd,Towanda,18848,41.787689,-76.453971,50649
TruStar Energy - Houston,2109 McCue Rd,Houston,77056,29.74492336,-95.46390671,51035
American Natural Gas,2125 Sanders Rd,Conway,72032,35.106478,-92.43572,51466
American Natural Gas,1490 S County Rd 700 W,Frankfort,46041,40.185035,-86.53319,51470
American Natural Gas,8701 Colonel H Weir Cook Memorial Dr,Indianapolis,46241,39.6998963,-86.31425446,51471
Piedmont Natural Gas - Spartanburg,501 W Blackstock Rd,Spartanburg,29301,34.94618,-81.996914,51479
Clean Energy - Palm Desert Burrtec Waste,41575 Eclectic St,Palm Desert,92260,33.744086,-116.358858,51599
ReFuel Sacramento,8550 Fruitridge Rd,Sacramento,95826,38.525206,-121.387843,51600
Clean Energy - Orlando Airport,6155 Cargo Rd,Orlando,32827,28.442255,-81.300819,51604
Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,Valhalla,10595,41.08183,-73.825183,51610
Trillium,1905 Prospect Ct,Appleton,54914,44.245683,-88.483089,51612
Athens Utilities Board,1818 Holiday Dr,Athens,37303,35.467829,-84.644781,51621
Pensacola Energy - Ellyson Industrial Park,3320 Copter Rd,Pensacola,32514,30.527696,-87.198188,51875
City of Augusta,3035 Tobacco Rd,Hephzibah,30815,33.392931,-82.11295,51876
CNG Source Fueling,7005 Brookville Rd,Indianapolis,46239,39.754424,-86.047376,51878
City of Columbus - CNG North,2333 Morse Rd,Columbus,43229,40.059311,-82.956922,51881
"GAIN Clean Fuel - Brookville - ""O"" Ring CNG Fuels Systems",228 Allegheny Blvd,Brookville,15825,41.167076,-79.097076,51882
Kwik Trip #887,4735 Converters Dr,Appleton,54913,44.288733,-88.477893,51885
American Natural Gas,523 Perry Pkwy,Perry,31069,32.492435,-83.740402,52202
Ozinga Energy - Des Plaines,200 Jarvis Ave,Des Plaines,60018,42.012901,-87.924312,52203
Homewood Disposal Services - Gary,400 E Blaine St,Gary,46406,41.605516,-87.429389,52204
American Natural Gas,1767 S Old US 41,Vincennes,47591,38.650869,-87.530561,52206
CNG Services LLC,2950 N Ohio St,Wichita,67219,37.737099,-97.32375,52207
Memphis Light Gas and Water - South Center,3071 S Center Dr,Memphis,38109,35.066272,-90.052743,52211
American Natural Gas,1606 Exchange Pkwy,Waco,76712,31.499498,-97.173412,52214
GAIN Clean Fuel - Green Bay,1618 Velp Ave,Green Bay,54303,44.548802,-88.04744,52215
Kwik Trip #456,2145 County Highway Pb,Verona,53593,42.971256,-89.512884,52216
City of Athens - Gas Department,1755 Trigreen Dr,Athens,35611,34.818951,-86.942404,52482
Ozinga Energy - Lumber St,2222 S Lumber St,Chicago,60616,41.852403,-87.642494,52485
Ozinga Energy - Mokena,19001 Old LaGrange Rd,Mokena,60448,41.54544,-87.849906,52486
American Natural Gas,510 S Post Rd,Indianapolis,46239,39.761489,-86.008987,52487
American Natural Gas,290 Yost Dr,Lafayette,47941,40.37502677,-86.77827656,52488
Kwik Trip #681,4400 O'Day Ave NE,St. Michael,55376,45.217806,-93.598222,52490
River Valley Transit,1550 W 3rd St,Williamsport,17701,41.237004,-77.038235,52495
Love's Travel Stop #294,8800 S Polk St,Dallas,75232,32.645801,-96.840907,52496
Love's Travel Stop #281,200 Garden Acres Dr,Fort Worth,76140,32.598649,-97.317542,52497
Love's Travel Stop #315,3940 N McCarty St,Houston,77013,29.797098,-95.267537,52498
Love's Travel Stop #234,612 Pederson Rd,Katy,77493,29.779825,-95.881549,52499
GAIN Clean Fuel - Longview,131 Pittman Rd,Longview,75602,32.4532,-94.706348,52500
Love's Travel Stop #486,7401 S Choctaw Rd,Choctaw,73020,35.395749,-97.267868,52501
Love's Travel Stop #283,1990 E I-30,Rockwall,75087,32.917907,-96.419128,52502
Love's Travel Stop #242,11361 I-35 Access Rd,Von Ormy,78073,29.31101,-98.617826,52503
Kwik Trip #871,5821 Green Valley Rd,Oshkosh,54904,44.100798,-88.541833,52506
American Natural Gas,9234 E Highland Dr,Jonesboro,72401,35.821863,-90.570635,52681
Ryder Systems Inc,1440 Main St,Orange,92867,33.81151,-117.868017,52683
Trillium,5030 50th St,Tampa,33619,27.895255,-82.401746,52685
DeKalb County - Central,3720 Leroy Scott Dr,Decatur,30032,33.771564,-84.239687,52686
Clean Energy - ABC Disposal,1069 Shawmut Ave,New Bedford,2746,41.662033,-70.949338,52687
Clean Energy - Pembroke,10 Cooperative Way,Pembroke,3275,43.174856,-71.485967,52688
Get-Go - Cranberry,1737 State Route 228,Cranberry Township,16066,40.686369,-80.086299,52689
American Natural - Energy Centre,73 E Carson St,Pittsburgh,15219,40.431028,-80.001116,52691
CNG America - Bells Silver Creek - Sinclair,7102 Silver Creek Rd,Park City,84098,40.733902,-111.499306,52695
Clean N' Green,2137 W Williams Dr,Phoenix,85027,33.690096,-112.105899,52992
Reliance Alternative Fuel,2805 SE 32nd Ave,Ocala,34471,29.165471,-82.092855,52994
PSNC Energy,2451 Schieffelin Rd,Apex,27502,35.723225,-78.83186,52999
PSNC Energy,66 N Chatham Pkwy,Chapel Hill,27517,35.848953,-79.08542,53000
Kwik Trip #334,1271 River Dr N,Mankato,56001,44.18791,-94.012676,53003
Wayne Township Landfill,267 Fritz Rd,Lock Haven,17745,41.158541,-77.348758,53005
Dandy Mini-Mart,1131 Elmira St,Sayre,18840,41.966439,-76.534294,53006
Kwik Trip #696,940 Baldwin Plaza Dr,Baldwin,54002,44.941101,-92.373596,53007
Kwik Trip #326,3123 S Highway 51,Janesville,53546,42.634544,-89.030406,53008
IGS CNG Services - Bridgeport Exxon,50 Genesis Blvd,Bridgeport,26330,39.321599,-80.229699,53009
City of Blythe - Palo Verde Valley Transit,201 W 14th Ave,Blythe,92225,33.603063,-114.598023,53312
Kwik Stop BP - 16th St,1215 E 16th St,Dubuque,52001,42.512003,-90.656218,53313
Gaubert Food Marts Inc,551 S Van Ave,Houma,70363,29.577119,-90.710145,53316
Stirk CNG - Sapp Bros Travel Center,6001 Cornhusker Hwy,Lincoln,68507,40.862915,-96.637825,53320
GAIN Clean Fuel - Akron,1195 S Arlington St,Akron,44306,41.03974,-81.49017,53321
Kalmbach Clean Fuels,11790 Highway 4,Upper Sandusky,43351,40.9016698,-83.3450467,53322
CNG Fuel LLC,20511 Paint Blvd,Shippenville,16254,41.228814,-79.431538,53324
Kwik Trip #499,15700 W Small Rd,New Berlin,53151,42.94468,-88.110351,53327
Gordy's Express,2501 S Main St,Rice Lake,54868,45.474701,-91.734468,53328
Cullman - Jefferson Gas,1550 County Rd 715,Hanceville,35077,34.132047,-86.815607,53619
Trillium,1120 E Paige Ave,Tulare,93274,36.182337,-119.330196,53625
American Natural Gas,2920 Silver Star Rd,Orlando,32808,28.577246,-81.422051,53626
American Fueling Systems - Covington Green Fuels Facility,10010 City Pond Rd,Covington,30014,33.618609,-83.843952,53627
American Natural Gas,6533 State Rd 38 E,Lafayette,47905,40.373562,-86.780228,53628
Trillium - EZ Mart,338 State Highway 594,Monroe,71201,32.493311,-91.989868,53629
American Natural Gas,9960 Brookford St,Charlotte,28273,35.122229,-80.943483,53630
PSNC Energy,1315 Old Oxford Rd,Durham,27704,36.052683,-78.873913,53631
City of Deming,116 N 8th St,Deming,88030,32.267665,-107.768747,53632
Trillium - Mirabito,90 Barlow Rd,Kirkwood,13904,42.102397,-75.839707,53633
Trillium - Kenton Agriculture Campus Expansion,125 Bales Rd,Kenton,43326,40.632595,-83.595769,53634
Trillium,402 N 1st St,Nashville,37207,36.178328,-86.774899,53636
American Natural Gas,2225 S Pullman Rd,Amarillo,79118,35.189976,-101.706309,53637
American Natural Gas,925 Patton Rd,Rosenberg,77471,29.56087077,-95.88803102,53641
American Natural Gas,9422 I-20 S Frontage Rd,Sweetwater,79556,32.449963,-100.447589,53642
EVO CNG - Oak Creek,7155 1st St,Oak Creek,53154,42.914519,-87.914352,53645
IGS CNG Services - Charleston,10 Spring St,Charleston,25302,38.35893,-81.627186,53646
X3Energy,1200 S Sherman St,Longmont,80501,40.145567,-105.115579,53750
Kwik Star #732,324 Fletcher Ave,Waterloo,50701,42.488499,-92.367561,53751
Carrollton Utilities,225 6th St,Carrollton,41008,38.680886,-85.178098,53753
Freedom Fuels,501 W 70th St,Shreveport,71106,32.441468,-93.765558,53754
Kwik Trip #662,3145 Dodd Rd,Eagan,55121,44.843646,-93.123553,53757
Clean Energy - Lee's Summit School District,500 SE Transport Dr,Lee's Summit,64081,38.89357,-94.36045,53759
Clean N' Green,1450 Country Club Dr,Jackson,39209,32.34776,-90.247321,53760
Clean N' Green,2712 Lowell Rd,Gastonia,28054,35.279545,-81.120447,53761
Trillium - Speedway LLC,521 S Main St,Mt. Vernon,43050,40.387298,-82.486446,53763
Clean N' Green,910 W Pennsylvania Ave,Pen Argyl,18072,40.860729,-75.27151,53766
Clean N' Green,1428 Antioch Pike,Nashville,37013,36.081876,-86.686034,53767
United Ag Co-op,909 S Wharton St,El Campo,77437,29.19012,-96.260909,53773
Freedom CNG,7155 High Life Dr,Houston,77066,29.94421672,-95.52226647,53775
Kwik Trip #416,2618 Monroe Rd,De Pere,54115,44.453927,-87.995461,53777
Trillium,1121 Radisson Rd,Green Bay,54302,44.525122,-87.991577,53778
Kwik Trip #674,6107 3M Dr,Menomonie,54751,44.901294,-91.856412,53779
Kwik Trip #422,9535 S 13th St,Oak Creek,53154,42.87166,-87.933821,53780
Kwik Trip #202,5339 Harding Ave,Plover,54467,44.42734,-89.515467,53781
Kwik Trip #204,4701 Rib Mountain Dr,Wausau,54401,44.91394,-89.64836,53782
American Natural Gas,2323 W Pleasant Center Rd,Fort Wayne,46819,40.96013571,-85.16642795,60039
American Natural Gas,2240 N Michigan Ave,Greensburg,47240,39.357391,-85.510285,60040
American Natural Gas,420 Stevens Way,Seymour,47274,38.958804,-85.837944,60043
American Natural Gas,2720 Needmore Rd,Dayton,45414,39.81954,-84.180457,60045
American Natural Gas,5343 Distribution Dr,Findlay,45840,41.089949,-83.639102,60046
Love's Travel Stop #332,10145 Avon Lake Rd,Burbank,44214,40.995903,-81.993874,60084
Love's Travel Stop #200,6930 I-40 E,Amarillo,79118,35.191937,-101.760916,60085
Shop A Lott #20,201 Highway 3175,Natchitoches,71457,31.784139,-93.08731,60087
Clean Energy - City of Columbia,1900 Lake Ridgeway Rd,Columbia,65202,38.971499,-92.294316,60113
American Natural Gas,5625 SW Wenger St,Topeka,66609,38.96627012,-95.70049483,60117
American Natural Gas,5800 Mesa Dr,Houston,77028,29.816425,-95.256051,60119
American Natural Gas,4155 Walden Ave,Lancaster,14086,42.922551,-78.628437,60157
Spire Natural Gas Fueling Solutions,4231 Cypress Rd,St. Ann,63074,38.738623,-90.387748,60208
Questar Gas - JR's Truck Stop,2635 N Fwy Dr,Cedar City,84721,37.72495,-113.056978,60210
Trillium - Magic Truck Stop,4590 Fulton Industrial Blvd,Atlanta,30336,33.76147911,-84.53619239,60213
EVO CNG - Tolleson,8301 W Sherman St,Tolleson,85353,33.440305,-112.23895,60253
American Natural Gas,19765 US Highway 287 E,Harrold,76364,34.071417,-99.009382,60257
Trillium - San Jose Junction,2265 Junction Ave,San Jose,95131,37.386235,-121.917452,60258
Trillium - A&R Transport,1300 Meacham Rd,Fort Worth,76106,32.824385,-97.336689,60260
American Natural Gas,3050 Fredericksburg Rd,Kerrville,78028,30.077401,-99.107463,60261
Kentuckiana Cleanfuel,6200 Geil Ln,Louisville,40219,38.15677331,-85.68036824,60263
GAIN Clean Fuel - Fairless Hills,375 Newbold Rd,Fallsington,19054,40.191991,-74.794534,60265
Clean Energy - Fontana Truck Stop,14230 Valley Blvd,Fontana,92335,34.07117,-117.494601,60266
Clean Energy - Pontoon Beach Flying J #645,1310 E Chain of Rocks Rd,Pontoon Beach,62040,38.76094,-90.066043,60267
1 VRCNG,1 Valley Rd,Port Washington,11050,40.841918,-73.69519,60271
GAIN Clean Fuel - Great River CNG,301 W Ferguson,Wood River,62095,38.86083,-90.103495,60426
American Natural Gas,1001 S 65th Ave,Phoenix,85043,33.439981,-112.197459,60681
New Jersey Natural Gas - Middletown Public Works,54 Kanes Ln,Middletown,7748,40.387923,-74.085991,60682
New Jersey Natural Gas - Shore Point Distributing Co,850 Route 33 Business,Freehold,7728,40.247319,-74.24322,60684
New Jersey Natural Gas - Waste Management,1298 Industrial Way,Toms River,8755,39.989815,-74.258336,60685
Trillium - Honda Parkway,19600 State Route 739,Marysville,43040,40.27821,-83.530973,60713
Arkansas Oklahoma Gas Corp,4315 Savannah St,Fort Smith,72903,35.335799,-94.384145,60818
Lafayette Consolidated Government,1515 E University Ave,Lafayette,70501,30.209862,-92.002378,60836
Norwich Public Utilities,168 W Town St,Norwich,6360,41.554634,-72.107836,60841
Clean Energy - Rex Oil Conoco,6185 N Broadway,Denver,80216,39.808528,-104.988185,60947
Classic Clean Fuels,2501 William D Tate Ave,Grapevine,76051,32.908891,-97.097076,61118
Town of Hornbeck,190 Nona St,Leesville,71446,31.151717,-93.265081,61119
Blue Energy Fuels,573 W 3rd St,Grove,74344,36.594241,-94.778273,61152
Clean Energy - City of Commerce,5926 Sheila St,Commerce,90040,34.002506,-118.170811,61161
Clean Energy - Fort Worth South,1075 Everman Pkwy,Fort Worth,76140,32.627591,-97.314361,61167
Clean Energy - Mesquite,3735 Forney Rd,Mesquite,75149,32.789008,-96.652678,61168
CNG 4 America - Baytown,15021 E Fwy Service Rd,Cove,77523,29.830522,-94.804667,61169
Truck 'N Travel CFN #746,65 N Seneca Rd,Eugene,97402,44.0611,-123.139405,61175
Lewisville CNG,34089 State Route 78,Lewisville,43754,39.763889,-81.20266,61179
Caldwell CNG,43925 Marietta Rd,Caldwell,43724,39.733274,-81.520186,61180
New Concord CNG,706 S Friendship Dr,New Concord,43762,39.983364,-81.7327,61192
IGS CNG Services - Girard - Mr. Fuel,2840 Salt Springs Rd,Girard,44420,41.138468,-80.71885,61194
IGS CNG Services - Marengo,461 State Route 61,Marengo,43334,40.370911,-82.829363,61195
Bluewater Area Transit,516 S Parker St,Marine City,48039,42.713827,-82.500406,61196
IGS CNG Services - Findlay - Speedway,3730 Speedway Dr,Findlay,45840,41.086807,-83.657436,61206
Bluewater Area Transit,1520 Hancock St,Port Huron,48060,43.001777,-82.437865,61342
Bluewater Area Transit,15041 Downey Rd,Capac,48014,43.024298,-82.932476,61343
Clean Energy - Napa Petroleum,2008 Redwood Rd,Napa,94558,38.321254,-122.310848,61367
Clean Energy - ReFuel San Jose,1170 N 4th St,San Jose,95112,37.360196,-121.903733,61368
Clean Energy - Lathrop Food Express Inc,1262 E Madruga Rd,Lathrop,95330,37.788561,-121.288932,61369
GAIN Clean Fuel - Sturtevant,611 S Sylvania Ave,Sturtevant,53177,42.728832,-87.955196,61371
GAIN Clean Fuel - Joliet,1747 Irish Indian Trail,Joliet,60436,41.490715,-88.141163,61372
GAIN Clean Fuel - Bolingbrook,550 Stevenson Dr,Bolingbrook,60440,41.682105,-88.063841,61373
Stackhouse CNG,2635 US Route 322,Orwell,44076,41.535534,-80.844365,61387
