Station Name,Street Address,City,State,ZIP,Station Phone,Access Code,Groups With Access Code,Latitude,Longitude,ID
Questar Gas - RB's Fuel Stop - Phillips 66,527 S 700 W,Woods Cross,UT,84087,801-295-3241,public,Public - Credit card at all times,40.883673,-111.898809,33205
PG&E - Los Banos Service Center,940 I St,Los Banos,CA,93635,800-684-4648,public,Public - Card key at all times,37.058724,-120.843011,33323
Republic Services - Rainbow Disposal,17121 Nichols Ln,Huntington Beach,CA,92647,714-847-3581,public,Public - Card key after hours,33.71397,-117.996294,33387
City of San Fernando,120 N Macneil St,San Fernando,CA,91340,818-898-1293,public,Public - Credit card at all times,34.283588,-118.43876,33425
Vectren Energy Delivery Eco-Fuel Center,1 N Main St,Evansville,IN,47711,812-491-4737,public,Public - Credit card at all times,37.978725,-87.562598,33426
Airport Mart - Mobil,5979 S Howell Ave,Milwaukee,WI,53207,414-331-6468,public,Public - Credit card after hours,42.935799,-87.910313,33428
Clean Energy - City of Glendale,1713 Gardena Ave,Glendale,CA,91204,866-809-4869,public,Public - Credit card at all times,34.123436,-118.258072,33533
Clean Energy - College Park,4555 Edison Dr,College Park,GA,30337,866-809-4869,public,Public - Credit card at all times,33.632374,-84.465773,33716
Clean Energy - Will Rogers World Airport,4424 Amelia Earhart Ln,Oklahoma City,OK,73159,866-809-4869,public,Public - Credit card at all times,35.406026,-97.600694,33898
Clean Energy - Oklahoma State University,2221 W Lakeview Dr,Stillwater,OK,74075,866-809-4869,public,Public - Credit card at all times,36.144924,-97.086989,33899
Clean N' Green,149 SW Kenyon St,Seattle,WA,98108,800-331-3441,public,Public - Credit card at all times,47.531286,-122.336979,34206
Piedmont Natural Gas - Charlotte,112 Verbena St,Charlotte,NC,28217,800-752-7504,public,Public - Credit card at all times,35.184065,-80.880391,34315
Valley Vista Services,1037 S Hatcher St,City of Industry,CA,91748,800-442-6454,public,Public - Credit card at all times,34.003413,-117.924743,34320
Riverside Transit Agency - Hemet,700 Scaramella Cir,Hemet,CA,92545,951-565-5000,public,Public - Credit card at all times,33.735948,-117.011173,34321
Clean Energy - La Cienega,1004 S La Cienega Blvd,Los Angeles,CA,90035,866-809-4869,public,Public - Credit card at all times,34.059388,-118.375858,34474
Clean Energy - Republic Services,11101 W Executive Dr,Boise,ID,83713,866-809-4869,public,Public - Credit card at all times,43.608903,-116.319821,34475
City of Wasco,501 N F St,Wasco,CA,93280,661-758-7231,public,Public - Credit card at all times,35.596857,-119.333783,34832
ARCO,28662 Camino Capistrano,San Juan Capistrano,CA,92675,949-365-9027,public,Public - Credit card at all times,33.54765566,-117.6738178,35007
City of Burlington,645 Pine St,Burlington,VT,5401,806-864-0166,public,Public - Call ahead,44.461715,-73.215217,35055
Dominion Energy - Evanston,38 Allegiance Cir,Evanston,WY,82930,800-323-5517,public,Public - Credit card at all times,41.261358,-110.992557,35056
Clean Energy - Port of Long Beach,3400 I St,Wilmington,CA,90744,866-809-4869,public,Public - Credit card at all times,33.78311,-118.222,35073
City of Porterville,555 N Prospect St,Porterville,CA,93257,559-782-7597,public,Public - Credit card at all times,36.075856,-119.043996,35075
Clean Energy - Ontario International Airport,3350 John Bangs Dr,Ontario,CA,91761,866-809-4869,public,Public - Credit card at all times,34.06075086,-117.5789393,35131
Clean Energy - Atlantic County Utilities Authority,6700 Delilah Rd,Egg Harbor Township,NJ,8234,866-809-4869,public,Public - Credit card at all times,39.417088,-74.538731,35309
Clean Energy - Austin Bergstrom International Airport,3100 1/2 Spirit of Texas Dr,Austin,TX,78719,866-809-4869,public,Public - Credit card at all times,30.209023,-97.67202,35316
American Natural Gas - National Fuel - Buffalo,365 Mineral Springs Rd,Buffalo,NY,14210,716-827-5505  866-264-6220,public,Public - Credit card at all times,42.861455,-78.800352,35317
Clean Energy - Town of Brookhaven,350 Horseblock Rd,Yaphank,NY,11980,866-809-4869,public,Public - Credit card at all times,40.800178,-72.921177,35318
Questar Gas - Chevron,40 N 6300 W,Hurricane,UT,84737,435-628-4858,public,Public - Credit card at all times,37.161682,-113.434692,35385
Total Express,16401 N Rockwell Ave,Edmond,OK,73013,405-348-3835,public,Public - Credit card after hours,35.637936,-97.639211,35418
Chickasaw Travel Stop,201 Latta Rd,Ada,OK,74820,580-310-0900,public,Public,34.773291,-96.697633,35419
Clearwater Gas System,1020 N Hercules Ave,Clearwater,FL,33765,727-562-4900,public,Public - Card key at all times,27.975649,-82.75459,35593
Clean Energy - Orange County Public Works,2023 W Collins Ave,Orange,CA,92867,866-278-3674,public,Public - Credit card at all times,33.803166,-117.874464,35598
Clean Energy - Newport Beach,592 Superior Ave,Newport Beach,CA,92663,866-809-4869,public,Public - Credit card at all times,33.63214438,-117.9271508,35656
Clean Energy - University of California San Diego,9413 Voigt Dr,La Jolla,CA,92093,858-534-0273  866-809-4869,public,Public - Credit card at all times,32.881413,-117.229925,35685
Semi-Service,4285 W 1385 S,Salt Lake City,UT,84104,800-442-6687  801-521-0360,public,Public - Credit card at all times,40.739411,-111.992133,35699
Dominion Energy - Moab Service Center,2450 S Highway 191,Moab,UT,84532,800-323-5517,public,Public - Credit card at all times,38.536757,-109.511772,35786
Christensen Oil - Sinclair,334 E Riverside Dr,St. George,UT,84790,435-674-7699,public,Public - Credit card at all times,37.081594,-113.576795,35787
Pilot - Naples,1521 S 1500 E,Naples,UT,84078,435-789-1832,public,Public - Credit card at all times,40.43341,-109.498603,35907
Questar Gas - Flying J Travel Plaza,1172 W 2100 S,Ogden,UT,84401,801-399-5577,public,Public - Credit card at all times,41.229309,-112.00741,35936
Clean Energy - Anaheim - Valero Station,2100 S Harbor Blvd,Anaheim,CA,92802,866-809-4869,public,Public - Credit card at all times,33.795746,-117.914556,36292
X3Energy,7984 US Highway 85,Fort Lupton,CO,80621,844-304-9800,public,Public - Credit card at all times,40.115736,-104.81034,36294
X3Energy,103 Hill St,Kersey,CO,80644,844-304-9800,public,Public - Credit card at all times,40.392048,-104.564368,36295
Clean Energy - Yellow Cab,86 Granby St,Bloomfield,CT,6002,866-809-4869,public,Public - Credit card at all times,41.810889,-72.708142,36296
Clean Energy - Metro Taxi,65 Industry Dr,West Haven,CT,6516,866-809-4869,public,Public - Credit card at all times,41.290827,-72.98485,36300
PS Energy - East Point,2192 Sylvan Rd,East Point,GA,30344,770-350-3000,public,Public - Card key at all times,33.694504,-84.417883,36303
DeKalb County - Seminole Road Landfill,4295 Clevemont Rd,Ellenwood,GA,30294,404-297-4434,public,Public - Credit card at all times,33.652844,-84.253832,36304
PS Energy - Lithonia,2490 Lithonia Industrial Blvd,Lithonia,GA,30058,770-350-3000,public,Public - Card key at all times,33.712615,-84.125793,36305
PS Energy - Tucker,1833 Tucker Industrial Rd,Tucker,GA,30084,770-350-3000,public,Public - Credit card at all times,33.83633282,-84.20252641,36306
Clean Energy - Atlantic City Jitney Association,6821 Delilah Rd,Egg Harbor Township,NJ,8406,562-493-2804  609-344-8642,public,Public - Credit card at all times,39.410942,-74.53063,36309
Newark Liberty International Airport - Wally Park,100 Lindbergh Rd,Newark,NJ,7114,866-809-4869  973-624-0500,public,Public - Credit card at all times,40.691831,-74.184861,36310
Giant Eagle - Ok Grocery,755 Beechnut Dr,Pittsburgh,PA,15205,888-378-8646,public,Public - Credit card at all times,40.453507,-80.085371,36311
Questar Gas - Flying J Travel Plaza - Scipio,810 N 800 W,Scipio,UT,84656,435-758-2345,public,Public - Credit card at all times,39.255065,-112.116282,36312
Ditch Witch of Alaska,1800 W 47th Ave,Anchorage,AK,99517,907-248-0010,public,Public,61.178048,-149.916588,36497
City of Bossier City,2580 E Texas St,Bossier City,LA,71111,318-741-8441,public,Public - Credit card at all times,32.527872,-93.714249,36549
Clean Energy - Republic Services,3015 E Comstock Ave,Nampa,ID,83687,866-809-4869,public,Public - Credit card at all times,43.593304,-116.534414,36580
CNG Calumet,130 State St,Calumet City,IL,60409,708-862-7477  773-960-5642,public,Public - Credit card at all times,41.622812,-87.527426,36581
Public CNG - Henderson County,320 Williams St,Hendersonville,NC,28792,828-697-4840,public,Public - Credit card at all times,35.317219,-82.453896,36582
City of Columbus - Fleet Management,4211 Groves Rd,Columbus,OH,43232,614-645-8281  614-900-7470,public,Public - Credit card at all times,39.930318,-82.885496,36584
Arkansas Oklahoma Gas Corp,4419 Main St,Arkoma,OK,74901,479-783-3181,public,Public - Credit card at all times,35.3546799,-94.4373794,36586
OnCue Express #105 - C-Store,800 S Broadway,Edmond,OK,73034,405-330-6009,public,Public,35.646197,-97.48204,36587
Van Eaton Ready Mix,3401 S Radio Rd,El Reno,OK,73036,405-214-7450,public,Public - Credit card at all times,35.503479,-97.898682,36588
Love's Country Store #5,203 S Main St,Kingfisher,OK,73750,405-375-5019,public,Public,35.859467,-97.932226,36589
OnCue Express #100 - C-Store,5900 W Reno Ave,Oklahoma City,OK,73127,405-787-2255,public,Public,35.463717,-97.619498,36591
OnCue Express #101 - C-Store,1 NW 23rd St,Oklahoma City,OK,73103,405-557-1170,public,Public,35.494079,-97.511596,36592
Clean Energy - Dallas Fort Worth Airport Rental Car Center,2425 Rental Car Rd,Irving,TX,75261,866-809-4869,public,Public - Credit card at all times,32.852927,-97.036229,36622
Blue Energy Fuels - City of Owasso,101 S Main St,Owasso,OK,74055,918-641-2583,public,Public - Credit card at all times,36.264897,-95.854698,36773
City of Grand Junction,2553 Riverside Pkwy,Grand Junction,CO,81501,970-245-3440,public,Public - Credit card at all times,39.073697,-108.582361,36775
City of Bossier City,4520 Barksdale Blvd,Bossier City,LA,71112,318-741-8441,public,Public - Credit card at all times,32.469998,-93.672804,36776
City of Springfield,1111 W Chestnut Expy,Springfield,MO,65802,417-864-1955,public,Public - Credit card at all times,37.215692,-93.306068,36777
City of Socorro,3000 Old US Highway 85,Socorro,NM,87801,575-835-0240,public,Public - Credit card at all times,33.984094,-106.887526,36778
Clean Energy - Town of Smithtown,85 Old Northport Rd,Kings Park,NY,11754,866-809-4869,public,Public - Credit card at all times,40.873372,-73.274183,36779
Clean Energy - Downtown Dallas,100 N Riverfront Blvd,Dallas,TX,75207,866-809-4869,public,Public - Credit card at all times,32.776989,-96.813018,37120
Clean Energy - Parking Spot Houston,15868 International Plaza Dr,Houston,TX,77032,866-809-4869,public,Public - Credit card at all times,29.948337,-95.331203,37121
DTE Energy - Allen,3751 Greenfield Rd,Melvindale,MI,48122,888-383-5648,public,Public - Credit card at all times,42.29332,-83.178201,37620
Washington City Fleet Facility,1305 Washington Dam Rd,Washington City,UT,84780,435-656-6333,public,Public - Credit card at all times,37.110952,-113.486891,38055
I-80 Fuels,5318 L St,Omaha,NE,68117,402-505-9898,public,Public - Credit card at all times,41.212816,-95.996957,38059
Metropolitan Utilities District,2615 S 64th Ave,Omaha,NE,68106,402-554-6666,public,Public - Credit card at all times,41.235148,-96.011954,38060
Lincoln Airport Authority,3520 NW 36th St,Lincoln,NE,68524,402-458-2480,public,Public - Credit card at all times,40.849302,-96.771971,38484
Clean Energy - Dillon Transport,4600 Irving Blvd,Dallas,TX,75247,866-809-4869,public,Public - Credit card at all times,32.80764,-96.896592,38487
American Natural Gas,16038 Highway 65 S,Damascus,AR,72039,866-264-6220,public,Public - Credit card at all times,35.382404,-92.390824,38654
Clean N' Green,1001 Fairview St,Camden,NJ,8104,800-331-3441,public,Public - Credit card at all times,39.914001,-75.108896,39060
PSNC Energy,4211 Global St,Raleigh,NC,27610,877-776-2427,public,Public - Credit card at all times,35.782022,-78.563001,39189
City of Rock Hill,757 S Anderson Rd,Rock Hill,SC,29730,803-325-2500,public,Public - Credit card at all times,34.923072,-80.991091,39193
Clean Energy - Riverside County Waste Management,1810 Agua Mansa Rd,Riverside,CA,92509,866-809-4869,public,Public - Credit card at all times,34.02094,-117.385415,39196
York County Natural Gas Authority,975 W Main St,Rock Hill,SC,29730,803-323-5321,public,Public - Credit card at all times,34.935622,-81.042552,39655
Davidson County,925 N Main St,Lexington,NC,27292,336-242-2250,public,Public,35.831853,-80.243198,40081
Dominon Energy - Weber State University,4760 Old Post Rd,Ogden,UT,84403,800-323-5517,public,Public - Credit card at all times,41.176663,-111.947811,40319
Clean Energy - Tampa International Airport,5001 N Westshore Blvd,Tampa,FL,33614,866-809-4869,public,Public - Credit card at all times,27.991812,-82.523467,40323
DTE Energy - Padnos Iron and Metal,450 44th St SW,Wyoming,MI,49548,888-383-5648,public,Public - Credit card at all times,42.884099,-85.676125,40831
DTE Energy - UBCR Inc/Schupan & Sons,4820 Holtz Dr,Wixom,MI,48393,888-383-5648,public,Public - Credit card at all times,42.526187,-83.564626,40832
Clean Energy - City of Torrance,20450 Madrona Ave,Torrance,CA,90503,866-809-4869,public,Public - Credit card at all times,33.845681,-118.344675,40851
Clean N' Green,1719 S Santa Fe St,Santa Ana,CA,92705,800-331-3441,public,Public - Credit card at all times,33.724593,-117.853387,40876
Northeast Oklahoma Public Facilities Authority - Tahlequah,853 N Woodard Ave,Tahlequah,OK,74464,918-456-5621,public,Public - Credit card at all times,35.92304,-95.001973,40878
Waste Management - Clean N' Green,350 Sumac Rd,Wheeling,IL,60090,847-520-7306  800-331-3441,public,Public - Card key at all times,42.119053,-87.89901,41083
Questar Gas - Mountainland One Stop,1175 S Main St,Heber City,UT,84032,435-654-5530,public,Public - Credit card at all times,40.493191,-111.412469,41084
Clean Energy - City of Elk Grove eTran,9050 Elkmont Way,Elk Grove,CA,95624,866-809-4869,public,Public - Credit card at all times,38.381451,-121.364358,41171
Clean Energy - McCarran International Airport,4990 Paradise Rd,Las Vegas,NV,89119,866-809-4869,public,Public - Credit card at all times,36.099338,-115.14859,41173
"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",5363 Route 36,Coolspring,PA,15730,814-590-4498,public,Public - Credit card at all times,41.003761,-79.054352,41174
"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",601 S Main St Ext,Punxsutawney,PA,15767,814-590-4498,public,Public - Credit card at all times,40.933284,-78.987858,41176
Alternative Vehicle Service Group - City of Nashua,11 Riverside Dr,Nashua,NH,3062,617-242-8755,public,Public - Credit card at all times,42.748652,-71.49884,41356
Chevron - Shop A Lott #3,796 Washington Ave,Mansfield,LA,71052,318-872-0325,public,Public,32.029056,-93.713243,41449
Chevron - Leebo's #9,6016 Old Boyce Hwy,Alexandria,LA,71303,318-449-1578,public,Public - Credit card after hours,31.34545,-92.51807,41450
CNG Trans,2727 Brice Rd,Reynoldsburg,OH,43068,614-398-3401,public,Public - Credit card at all times,39.925631,-82.832025,41634
Clean Energy - Las Vegas City Center,3683 Industrial Rd,Las Vegas,NV,89109,866-809-4869,public,Public - Credit card at all times,36.12275,-115.179343,41672
Clean Energy - Akron Metropolitan Regional Transit Authority,416 Kenmore Blvd,Akron,OH,44301,866-809-4869,public,Public - Credit card at all times,41.049608,-81.54079,41675
Clean Energy - Cleveland Hopkins International Airport,18899 Snow Rd,Brook Park,OH,44142,866-809-4869,public,Public - Credit card at all times,41.402106,-81.828365,41678
Clean Energy - Stark Area Regional Transit Authority,1600 Gateway Blvd SE,Canton,OH,44707,866-809-4869  330-477-2782,public,Public - Credit card at all times,40.78093,-81.36797,41679
Great Lakes CNG - Ace Taxi Service,1798 E 55th St,Cleveland,OH,44103,319-754-1944,public,Public - Credit card at all times,41.510241,-81.65296,41681
IGS CNG Services - City of Dublin,6351 Shier-Rings Rd,Dublin,OH,43016,877-742-4476,public,Public - Card key at all times,40.093708,-83.162608,41685
Opis Energy,1126 Hammondville Rd,Pompano Beach,FL,33069,877-973-9191,public,Public - Credit card at all times,26.234909,-80.138718,42087
Piedmont Natural Gas - High Point,2623 Uwharrie Rd,High Point,NC,27263,800-752-7504,public,Public - Credit card at all times,35.923838,-80.007704,42090
South Jersey Gas,142 S Main St,Glassboro,NJ,8028,866-278-3674,public,Public - Credit card at all times,39.697476,-75.112075,42091
Clean Energy - Syracuse - National Grid,7496 Round Pond Rd,Syracuse,NY,13212,866-809-4869,public,Public - Credit card at all times,43.135479,-76.087402,42092
Clean N' Green,100 Ransier Dr,Buffalo,NY,14224,800-331-3441,public,Public - Credit card at all times,42.844172,-78.747585,42093
Conoco - Outpost Convenience Store,17699 S Muskogee Ave,Tahlequah,OK,74464,918-456-5578,public,Public - Credit card at all times,35.853211,-94.989243,42094
Clean Energy - City of Chula Vista,1800 Maxwell Rd,Chula Vista,CA,91911,866-809-4869,public,Public - Credit card at all times,32.596725,-117.019495,42473
TruStar Energy - Lafayette,515 E Verot School Rd,Lafayette,LA,70508,253-561-2870,public,Public - Credit card at all times,30.181429,-91.993631,42584
Clean Energy - Louis Armstrong New Orleans International Airport,1017 Airline Dr,Kenner,LA,70062,866-809-4869,public,Public - Credit card at all times,29.983445,-90.262962,42585
HPW Energy Inc,8246 Route 5,Westfield,NY,14787,716-753-6565,public,Public - Credit card at all times,42.340677,-79.595958,42590
OnCue Express #107 - C-Store,5500 SE 29th St,Del City,OK,73115,405-672-3420,public,Public - Credit card at all times,35.434767,-97.424626,42591
OnCue Express #326 - C-Store,1005 E Owen K Garriot,Enid,OK,73701,580-237-4898,public,Public,36.3901658,-97.8651562,42592
Love's Travel Stop #274,102 W Coplin St,Okemah,OK,74859,918-623-2024,public,Public,35.42076953,-96.30078203,42593
OnCue Express #314 - C-Store,1402 S Perkins Rd,Stillwater,OK,74074,405-624-9091,public,Public,36.106651,-97.051781,42594
TruStar Energy - Tulsa,5011 S Vandalia Ave,Tulsa,OK,74135,253-561-2870,public,Public - Credit card at all times,36.090881,-95.923889,42595
Questar Gas - Kaysville,80 N 600 W,Kaysville,UT,84037,800-323-5517,public,Public - Credit card at all times,41.035784,-111.949467,42600
Clean N' Green,200 Rangos Ln,Washington,PA,15301,800-331-3441,public,Public - Credit card at all times,40.208133,-80.273462,43071
ASAP General Store 101,1501 N Airport Rd,Weatherford,OK,73096,580-772-5618,public,Public,35.539229,-98.659654,43353
GAIN Clean Fuel - Menomonie,2100 County Highway B,Menomonie,WI,54751,800-438-7912,public,Public - Credit card at all times,44.907104,-91.85321,43525
Clean N' Green,3545 Fairfield Rd,Curtis Bay,MD,21226,800-331-3441,public,Public - Credit card at all times,39.231108,-76.574575,43630
Clean N' Green,10050 Naples St NE,Blaine,MN,55449,800-331-3441,public,Public - Credit card at all times,45.152388,-93.186274,43633
City of Norman,2351 Goddard Ave,Norman,OK,73069,405-292-9709,public,Public - Credit card at all times,35.246922,-97.461247,43651
Clean N' Green,2749 N Loop 336 E,Conroe,TX,77301,800-331-3441,public,Public - Credit card at all times,30.337826,-95.412461,43670
Waste Management - Clean N' Green,8652 S 4000 W,West Jordan,UT,84088,800-331-3441,public,Public - Credit card at all times,40.594459,-111.986429,43686
All Waste Inc,33 Maxim Rd,Hartford,CT,6114,866-809-4869,public,Public - Credit card at all times,41.741747,-72.659203,43699
GAIN Clean Fuel - American Fueling Systems,4420 Buford Hwy NE,Chamblee,GA,30341,770-399-7800,public,Public - Credit card at all times,33.873935,-84.297481,43705
Waste Management - Clean N' Green,5050 W Pershing Rd,Stickney,IL,60804,800-331-3441,public,Public - Credit card at all times,41.822729,-87.749999,43713
Waste Management - Clean N' Green,4040 S 80th St,Mesa,AZ,85212,800-331-3441,public,Public - Credit card at all times,33.342023,-111.663908,43723
Trillium,1501 W Main Ave,De Pere,WI,54115,800-920-1166,public,Public - Credit card at all times,44.452916,-88.093151,44591
Conoco - Reno Partners,3701 W Reno Ave,Oklahoma City,OK,73107,405-942-7528,public,Public - Credit card at all times,35.464849,-97.584064,44752
Alagasco - St. Clair Operations Center,714 Industrial Park Dr,Pell City,AL,35125,844-499-5682,public,Public - Credit card at all times,33.601083,-86.260778,44840
Alagasco - Tuscaloosa Operations Center,5220 Metro Park Dr,Tuscaloosa,AL,35405,844-499-5682,public,Public - Credit card at all times,33.161769,-87.55676,44841
Clean Energy - Commack Truck Garage,97 Crooked Hill Rd,Commack,NY,11725,800-920-1166,public,Public - Credit card at all times,40.808807,-73.291022,44844
Natural Fuels LLC,591 E Monticello Pike,Huntsville,TN,37756,423-663-9300  423-539-0979,public,Public - Call ahead,36.411672,-84.52441,44846
Kwik Trip #761,506 Cass St,La Crosse,WI,54601,608-782-6474,public,Public,43.808392,-91.249744,44847
Kwik Trip #870,2002 Kwik Trip Way,La Crosse,WI,54603,608-781-8988,public,Public - Credit card at all times,43.851658,-91.226449,44848
Kwik Trip #686,943 SE Frontage Rd,Sturtevant,WI,53177,262-886-5441,public,Public,42.724204,-87.952181,44851
IGS CNG Services - Orrville,444 Hostetler Rd,Orrville,OH,44667,877-742-4476,public,Public - Credit card at all times,40.853115,-81.769421,45572
Satterfield Oak Street Gulf,1305 E Oak St,Conway,AR,72032,501-327-7714,public,Public,35.090978,-92.410437,46011
Circleville CNG,315 W 470 S,Circleville,UT,84723,435-577-2442,public,Public - Credit card at all times,38.164391,-112.278183,46139
Love's Travel Stop #205,12225 N I-35 Service Rd,Oklahoma City,OK,73131,405-478-5766,public,Public,35.593964,-97.436558,46191
Love's Country Store #245,3233 SW 89th St,Oklahoma City,OK,73159,405-686-1053,public,Public,35.377659,-97.573527,46193
Love's Travel Stop #260,5317 SE 44th St,Norman,OK,73072,405-364-0059,public,Public,35.182879,-97.499338,46194
Love's Travel Stop #263,24169 Highway 49,Lawton,OK,73507,580-529-2882,public,Public,34.713769,-98.401654,46195
Love's Travel Stop #86,1326 S 4th St,Chickasha,OK,73018,405-222-2355,public,Public,35.037308,-97.937172,46198
GAIN Clean Fuel - City of Hamilton,2220 S Erie Blvd,Hamilton,OH,45011,800-438-7912  513-785-7550,public,Public - Credit card at all times,39.374016,-84.547382,46338
Trillium - Golden Eagle,1000 N Jefferson Ave,Casa Grande,AZ,85122,800-920-1166,public,Public - Credit card at all times,32.882283,-111.777453,46345
Trillium - Golden Eagle,705 E Ajo Way,Tucson,AZ,85713,800-920-1166,public,Public - Credit card at all times,32.178328,-110.960207,46346
Premier Transportation,323 Cash Memorial Blvd,Forest Park,GA,30297,404-675-1950,public,Public - Credit card at all times,33.607933,-84.372205,47234
Nopetro,1152 Capital Cir SW,Tallahassee,FL,32304,305-441-9059,public,Public - Credit card at all times,30.437825,-84.354335,47236
GAIN Clean Fuel - Marinette,2700 Cleveland Ave,Marinette,WI,54143,800-438-7912,public,Public - Credit card at all times,45.08577,-87.648335,47238
Clean N' Green,3831 Powerline Rd,Pompano Beach,FL,33073,800-331-3441,public,Public - Credit card at all times,26.277172,-80.154367,47273
American Natural Gas - Fair Oaks Dairy,856 N 600 E,Fair Oaks,IN,47943,866-264-6220,public,Public - Credit card at all times,41.010989,-87.276086,47276
Piedmont Natural Gas - Goldsboro,250 Five Points Rd,Dudley,NC,28333,800-752-7504,public,Public - Credit card at all times,35.32985597,-78.04070168,47282
South Jersey Gas,1211 N 2nd St,Millville,NJ,8332,800-716-5550,public,Public - Credit card at all times,39.411625,-75.03746,47288
Love's Travel Stop #203,800 S Morgan Rd,Oklahoma City,OK,73128,405-789-0087,public,Public,35.457897,-97.688507,47291
Love's Travel Stop #452,1601 W Airline Rd,Pauls Valley,OK,73075,405-207-9692,public,Public,34.707263,-97.242136,47292
Chickasaw Travel Stop - Thackerville,22953 Brown Springs Rd,Thackerville,OK,73459,580-276-4706,public,Public - Credit card at all times,33.73573,-97.14484,47293
Greer Commission of Public Works,115 Duke St,Greer,SC,29650,864-449-2515,public,Public - Credit card at all times,34.936731,-82.233031,47295
Love's Travel Stop #468,9600 Longstreet Rd,Willis,TX,77378,936-856-5085,public,Public,30.437821,-95.498724,47301
Salt Lake Community College,4600 S Redwood Rd,Salt Lake City,UT,84123,801-538-3440,public,Public - Credit card at all times,40.670029,-111.938861,47302
City of Somerset,244 Chappells Dairy Rd,Somerset,KY,42503,606-679-0509,public,Public - Credit card at all times,37.105466,-84.631599,47463
City of Tulsa - West Maintenance Yard,420 W 23rd St,Tulsa,OK,74107,918-527-0002,public,Public - Credit card at all times,36.127685,-95.995789,47992
Hutch's C-Store #113,3710 Oklahoma Ave,Woodward,OK,73801,580-256-2650,public,Public - Credit card at all times,36.434113,-99.427596,47994
Bee Green CNG,3099 Duss Ave,Ambridge,PA,15003,724-595-7107,public,Public - Credit card at all times,40.615075,-80.226421,47996
Sunoco - Midwest Clean Fuel,2501 Lafayette Rd,Crawfordsville,IN,47933,765-362-4770,public,Public,40.074011,-86.9067,48004
PSNC Energy,15 Overland Industrial Blvd,Asheville,NC,28806,877-776-2427,public,Public - Credit card at all times,35.519793,-82.603744,48005
PSNC Energy,2541 Whilden Dr,Durham,NC,27713,877-776-2427,public,Public - Credit card at all times,35.947924,-78.884114,48006
PSNC Energy,121 Houston Rd,Troutman,NC,28166,877-776-2427,public,Public - Credit card at all times,35.680223,-80.858077,48007
Clean Energy - City of Atlantic City,1100 N Albany Ave,Atlantic City,NJ,8401,866-278-3674,public,Public - Credit card at all times,39.364474,-74.471962,48008
City of Ripon,339 Doak Blvd,Ripon,CA,95366,209-599-2151,public,Public - Credit card at all times,37.7296744,-121.124083,48012
Clean Energy - San Juan Capistrano - Stewart Family Inc - Shell,26571 Junipero Serra Rd,San Juan Capistrano,CA,92675,866-809-4869,public,Public - Credit card at all times,33.52032,-117.667352,48013
Clean Energy - Arcadia Foothill Transit,5640 Peck Rd,Irwindale,CA,91006,866-809-4869,public,Public - Credit card at all times,34.10389,-118.006499,48014
Waste Management - Clean N' Green,7501 Grade Ln,Louisville,KY,40219,800-331-3441,public,Public - Credit card at all times,38.134634,-85.737722,48488
Hutch's C-Store #119,2001 E 7th St,Elk City,OK,73644,580-303-4515,public,Public - Credit card at all times,35.40817,-99.379767,48496
7-Eleven #77,1920 S Eastern Ave,Moore,OK,73160,405-793-1328,public,Public - Credit card at all times,35.320857,-97.476753,48499
Movo Hydroco,12125 Day St,Moreno Valley,CA,92557,866-232-8137,public,Public - Credit card at all times,33.94366,-117.28033,48516
EDCO Disposal - Buena Park,6762 Stanton Ave,Buena Park,CA,90621,562-860-3000,public,Public - Credit card at all times,33.862442,-117.993016,48896
Clean Energy - San Diego Airport - India Shell,3519 India St,San Diego,CA,92103,866-809-4869,public,Public - Credit card at all times,32.73943,-117.177482,48901
Clean Energy - Peoria Disposal,1113 N Swords Ave,West Peoria,IL,61604,866-809-4869,public,Public - Credit card at all times,40.70153,-89.642572,48903
American Natural Gas,7507 Highway 31 E,Sellersburg,IN,47172,866-264-6220,public,Public - Credit card at all times,38.374694,-85.746999,48904
Clean Energy - BWI Airport - Maryland Department of General Services,131 Aaronson Dr,Baltimore,MD,21240,866-809-4869,public,Public - Credit card at all times,39.18695127,-76.65601422,48905
Kwik Trip #659,1990 Scott Rd NW,Rochester,MN,55901,507-289-2185,public,Public,44.044438,-92.514584,48906
Palo CNG,12600 State Route 66,Clarion,PA,16214,814-226-9410,public,Public - Credit card at all times,41.17288848,-79.34168206,48908
Clean Energy - Tyburn LLC,451 Tyburn Rd,Fairless Hills,PA,19030,866-809-4869,public,Public - Credit card at all times,40.179253,-74.800407,48910
Clean Energy - Philadelphia International Airport - Wally Park,1 Scott Way,Lester,PA,19113,866-809-4869,public,Public - Credit card at all times,39.87495,-75.262024,48911
Clean Energy - Quarles,211 Maury St,Richmond,VA,23224,866-809-4869,public,Public - Credit card at all times,37.522579,-77.433474,48915
City of Milwaukee - Lincoln Ave,3921 W Lincoln Ave,Milwaukee,WI,53215,414-286-2286,public,Public - Credit card at all times,43.00162,-87.963662,48916
Kwik Trip #457,2400 S Washburn St,Oshkosh,WI,54904,920-233-4080,public,Public,43.985877,-88.583195,48917
Langdale Fuel,1628 James P Rogers Dr,Valdosta,GA,31601,229-242-2200,public,Public - Credit card at all times,30.797235,-83.27464,49282
Kwik Trip #623,7020 Highway 61 W,Minnesota City,MN,55959,507-452-6230,public,Public,44.075729,-91.730504,49283
